,best_match_score,__id_left,__id_right,ID,STCD,DTBEG,DTEND,YEAR,CNTYNAME,MNAME,MLOCADDR,MLOCCITY,GRACE,MLOCSTCD,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,MLOCZIP,STATE,fac_id,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude
591107,0.20104029978033852,6880440,CSrOnvymwK7yTihjPioyRA,6880440,88,,,2018,"Clark, NV",mountain's edge hospital,8656 west patrick lane,las vegas,,88,3,32003,32,3,89148-5043,nv,CSrOnvymwK7yTihjPioyRA,the orthopedic specialty hospital of nevada,False,31,3.0,2020-02-18T15:55:35,17027777100.0,http://www.orthohospitalnv.com,https://www.yelp.com/biz/the-orthopedic-specialty-hospital-of-nevada-las-vegas?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,8656 w patrick ln,las vegas,nv,US,89148.0,,
591251,1.8645830014062028,6889010,G11CvEdpkPXDyH525bw7sA,6889010,88,,,2018,"Lander, NV",battle mountain general hospital,535 south humboldt street,battle mountain,,88,15,32015,32,15,89820-1988,nv,G11CvEdpkPXDyH525bw7sA,battle mountain general hospital,False,4,3.0,2019-06-28T18:29:56,17756352550.0,http://www.bmgh.org,https://www.yelp.com/biz/battle-mountain-general-hospital-battle-mountain?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,535 s humboldt st,battle mountain,nv,US,89820.0,,
591252,1.5464626235579757,6889060,2Peu-3ELXYXWcT-yN3D-EQ,6889060,88,,,2018,"Clark, NV",north vista hospital,1409 east lake mead boulevard,north las vegas,,88,3,32003,32,3,89030-7197,nv,2Peu-3ELXYXWcT-yN3D-EQ,north vista hospital,False,75,2.5,2020-03-12T13:26:26,17026497711.0,http://www.northvistahospital.com,https://www.yelp.com/biz/north-vista-hospital-north-las-vegas-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1409 e lake mead blvd,north las vegas,nv,US,89030.0,,
591253,1.6027044397512609,6889102,ZVHj1TmvgPeMdSQV9SRDkg,6889102,88,,,2018,"Clark, NV",desert parkway behavioral healthcare hospital,3247 south maryland parkway,las vegas,,88,3,32003,32,3,89109-2412,nv,ZVHj1TmvgPeMdSQV9SRDkg,desert parkway behavioral healthcare hospital,False,12,1.5,2020-06-06T23:58:32,18776637976.0,http://www.desertparkway.com,https://www.yelp.com/biz/desert-parkway-behavioral-healthcare-hospital-las-vegas?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3247 s maryland pkwy,las vegas,nv,US,89109.0,,
591254,1.7693077225616158,6910001,-aAbpsjrBWHivBfJQ4kLKg,6910001,91,07/01/2017,06/30/2018,2018,"Whatcom, WA",peacehealth st. joseph medical center,2901 squalicum parkway,bellingham,,91,73,53073,53,73,98225-1851,wa,-aAbpsjrBWHivBfJQ4kLKg,peacehealth st. joseph medical center,False,37,2.5,2020-03-30T16:08:21,13607345400.0,https://www.peacehealth.org,https://www.yelp.com/biz/peacehealth-st-joseph-medical-center-bellingham-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2901 squalicum pkwy,bellingham,wa,US,98225.0,,
591255,1.67173032228893,6910003,8NQbKGsDzLJf4gciCHbCVA,6910003,91,07/01/2017,06/30/2018,2018,"King, WA",highline medical center,16251 sylvester road sw,burien,,91,33,53033,53,33,98166-3052,wa,8NQbKGsDzLJf4gciCHbCVA,highline medical center,False,110,2.0,2020-06-19T03:40:09,12062449970.0,http://www.highlinemedicalcenter.org/,https://www.yelp.com/biz/highline-medical-center-burien?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,16251 sylvester rd sw,burien,wa,US,98166.0,,
591269,0.46951193122676016,6910004,cbz-AqHoM-ClLsPXDDWPkw,6910004,91,01/01/2018,12/31/2018,2018,"Snohomish, WA",providence regional medical center everett,1321 colby avenue,everett,,91,61,53061,53,61,98201-1665,wa,cbz-AqHoM-ClLsPXDDWPkw,providence regional medical center everett - colby campus,False,109,2.0,2020-06-22T15:01:46,14252612000.0,https://washington.providence.org,https://www.yelp.com/biz/providence-regional-medical-center-everett-colby-campus-everett?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1700 13th st,everett,wa,US,98201.0,,
591319,1.500946277981192,6910005,jeXvslwXlr-vfOjprsRGgg,6910005,91,01/01/2018,12/31/2018,2018,"Grays Harbor, WA",grays harbor community hospital,915 anderson drive,aberdeen,,91,27,53027,53,27,98520-1006,wa,jeXvslwXlr-vfOjprsRGgg,grays harbor community hospital,False,31,2.0,2020-06-28T07:24:53,13605328330.0,http://www.ghcares.org,https://www.yelp.com/biz/grays-harbor-community-hospital-aberdeen-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,915 anderson dr,aberdeen,wa,US,98520.0,,
591322,0.8868645751961375,6910006,EWg7h_RCRQICv1TDnagNBg,6910006,91,01/01/2018,12/31/2018,2018,"King, WA",swedish medical center-first hill,747 broadway,seattle,,91,33,53033,53,33,98122-4307,wa,EWg7h_RCRQICv1TDnagNBg,swedish medical center,False,240,3.0,2020-05-18T19:20:28,12063866000.0,http://www.swedish.org,https://www.yelp.com/biz/swedish-medical-center-seattle-20?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,747 broadway 5 e,seattle,wa,US,98122.0,,
591325,1.2003166219362242,6910007,I9mFBUmi-CW6lCZQDq5P4g,6910007,91,,,2018,"King, WA",veterans affairs puget sound health care system,1660 south columbian way,seattle,,91,33,53033,53,33,98108-1597,wa,I9mFBUmi-CW6lCZQDq5P4g,va puget sound health care system - seattle division,False,56,3.0,2020-02-21T21:04:57,12067621010.0,,https://www.yelp.com/biz/va-puget-sound-health-care-system-seattle-division-seattle-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1660 s columbian way,seattle,wa,US,98108,,
591328,0.9391349126168327,6910008,kz_TqCArdE8os83PbJWQPw,6910008,91,07/01/2017,06/30/2018,2018,"King, WA",regional hospital for respiratory and complex care,16251 sylvester road sw,burien,,91,33,53033,53,33,98166-3017,wa,kz_TqCArdE8os83PbJWQPw,regional hospital,False,1,5.0,2020-01-28T19:43:56,12062484604.0,https://www.chifranciscan.org,https://www.yelp.com/biz/regional-hospital-burien?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,16251 sylvester rd sw  chi franciscan,burien,wa,US,98166.0,,
591500,-0.22911890841693774,6910009,6IuFzEgpc74sbLV-4nJCJw,6910009,91,01/01/2018,12/31/2018,2018,"King, WA",navos,2600 sw holden street,seattle,,91,33,53033,53,33,98126-3505,wa,6IuFzEgpc74sbLV-4nJCJw,seattle fire departmen,False,1,5.0,2017-12-23T10:39:18,,,https://www.yelp.com/biz/seattle-fire-departmen-seattle?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1514 sw holden st,seattle,wa,US,98106.0,47.5337570536711,-122.354727946222
591712,1.1577524343671586,6910011,85ldNC9fOW7hRvmPj6YCgw,6910011,91,07/01/2017,06/30/2018,2018,"King, WA",seattle cancer care alliance,825 eastlake avenue east,seattle,,91,33,53033,53,33,98109-4405,wa,85ldNC9fOW7hRvmPj6YCgw,seattle cancer care alliance,False,73,3.0,2020-04-28T22:56:16,12062887222.0,http://www.seattlecca.org/,https://www.yelp.com/biz/seattle-cancer-care-alliance-seattle?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,825 eastlake ave e,seattle,wa,US,98109.0,,
591852,1.9559013348397118,6910012,QzqywAxy3SRn0uYIvEXiKg,6910012,91,,,2018,"Chelan, WA",confluence health/wenatchee valley hospital,820 north chelan avenue,wenatchee,,91,7,53007,53,7,98801-2028,wa,QzqywAxy3SRn0uYIvEXiKg,wenatchee valley hospital & clinics - confluence health,False,15,3.0,2020-06-28T18:28:46,15096638711.0,http://www.confluencehealth.org,https://www.yelp.com/biz/wenatchee-valley-hospital-and-clinics-confluence-health-wenatchee-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,820 n chelan ave,wenatchee,wa,US,98801.0,,
591854,1.676789085581394,6910013,wImfUsESWBTWglp7y_IGww,6910013,91,04/01/2017,03/31/2018,2018,"Clark, WA",legacy salmon creek medical center,2211 ne 139th street,vancouver,,91,11,53011,53,11,98686-2742,wa,wImfUsESWBTWglp7y_IGww,legacy salmon creek medical center,False,94,3.5,2020-04-17T10:18:57,13604871000.0,http://www.legacyhealth.org/,https://www.yelp.com/biz/legacy-salmon-creek-medical-center-vancouver-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2211 ne 139th st,vancouver,wa,US,98686.0,,
591859,1.861768164984196,6910014,IgOESeQZx38x-8maPHHZRw,6910014,91,07/01/2017,06/30/2018,2018,"Pierce, WA",st. anthony hospital,11567 canterwood boulevard nw,gig harbor,,91,53,53053,53,53,98332-5812,wa,IgOESeQZx38x-8maPHHZRw,st. anthony hospital,False,63,2.5,2020-06-21T20:05:23,12535302000.0,http://www.fhshealth.org,https://www.yelp.com/biz/st-anthony-hospital-gig-harbor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,11567 canterwood blvd nw,gig harbor,wa,US,98332.0,,
591860,1.0228063915459724,6910035,oXa18W-c9GPN2axsPG8zBA,6910035,91,01/01/2018,12/31/2018,2018,"Skagit, WA",island hospital,1211 24th street,anacortes,,91,57,53057,53,57,98221-2562,wa,oXa18W-c9GPN2axsPG8zBA,island hospital,False,17,2.5,2020-04-28T09:57:37,13602991300.0,https://www.islandhospital.org,https://www.yelp.com/biz/island-hospital-anacortes-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1211 24th st,anacortes,wa,US,98221.0,,
591910,0.7924021795300445,6910040,pxcFEY2vJ963t2oLk2-cog,6910040,91,,,2018,"Snohomish, WA",cascade valley hospital,330 south stillaguamish avenue,arlington,,91,61,53061,53,61,98223-1642,wa,pxcFEY2vJ963t2oLk2-cog,skagit regional health - cascade valley hospital,False,25,2.5,2020-01-17T15:48:51,13604352133.0,http://www.skagitregionalhealth.org,https://www.yelp.com/biz/skagit-regional-health-cascade-valley-hospital-arlington?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,330 s stillaguamish ave,arlington,wa,US,98223.0,,
591913,1.1469402972887137,6910050,49fPgb9gBmdE6ZwBmOH0qQ,6910050,91,01/01/2018,12/31/2018,2018,"King, WA",multicare auburn medical center,"202 north division, plaza one",auburn,,91,33,53033,53,33,98001-4908,wa,49fPgb9gBmdE6ZwBmOH0qQ,multicare auburn medical center,False,56,2.5,2020-02-21T13:59:07,12538337711.0,http://www.multicare.org,https://www.yelp.com/biz/multicare-auburn-medical-center-auburn-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,202 n division st,auburn,wa,US,98001,,
591914,0.8160677292397338,6910060,9s4FPPLuvd1c9pKr5QXnGQ,6910060,91,07/01/2017,06/30/2018,2018,"King, WA",overlake medical center,1035 116th avenue ne,bellevue,,91,33,53033,53,33,98004-4604,wa,9s4FPPLuvd1c9pKr5QXnGQ,overlake medical center,False,202,3.0,2020-05-20T11:53:32,14256885000.0,http://www.overlakehospital.org,https://www.yelp.com/biz/overlake-medical-center-bellevue?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1135 116th ave ne,bellevue,wa,US,98004.0,,
591924,1.1105228435130496,6910115,ZZrSQJzkuYQgQ8Wr-rNNhA,6910115,91,07/01/2017,06/30/2018,2018,"Kitsap, WA",harrison medical center,2520 cherry avenue,bremerton,,91,35,53035,53,35,98310-4229,wa,ZZrSQJzkuYQgQ8Wr-rNNhA,harrison medical center,False,44,2.0,2020-06-29T11:31:55,13607443911.0,https://www.chifranciscan.org,https://www.yelp.com/biz/harrison-medical-center-bremerton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2520 cherry ave,bremerton,wa,US,98310.0,,
592063,1.2889228186026374,6910120,QSyuQ7E0spuGZtEegcQdPQ,6910120,91,10/01/2017,09/30/2018,2018,"Kitsap, WA",naval hospital bremerton,one boone road,bremerton,,91,35,53035,53,35,98312-1898,wa,QSyuQ7E0spuGZtEegcQdPQ,naval hospital bremerton,False,11,2.0,2020-02-01T18:56:51,13604754000.0,http://www.med.navy.mil/sites/nhbrem,https://www.yelp.com/biz/naval-hospital-bremerton-bremerton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1 boone rd,bremerton,wa,US,98312.0,47.5946071977964,-122.691805852471
592163,-0.3645560821445041,6910123,AnJtZIHdlkwlbYWYM9ClFg,6910123,91,,,2018,"Okanogan, WA",three rivers hospital,507 hospital way,brewster,,91,47,53047,53,47,98812-0577,wa,AnJtZIHdlkwlbYWYM9ClFg,three rivers community hospital & health center,False,3,2.0,2020-01-29T14:31:53,15414727040.0,,https://www.yelp.com/biz/three-rivers-community-hospital-and-health-center-grants-pass-6?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,510 sw ramsey ave,grants pass,or,US,97527.0,,
592414,1.3904398458224583,6910125,LFbmDziIkbFORX8YBG2obw,6910125,91,01/01/2018,12/31/2018,2018,"Lewis, WA",providence centralia hospital,914 s scheuber rd,centralia,,91,41,53041,53,41,98531-9027,wa,LFbmDziIkbFORX8YBG2obw,providence centralia hospital,False,21,2.5,2020-06-05T16:26:57,13607362803.0,https://washington.providence.org,https://www.yelp.com/biz/providence-centralia-hospital-centralia-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1010 s scheuber rd,centralia,wa,US,98531.0,,
592415,1.2023042541064926,6910140,MEfEJ3Up4AfQNM4QCuFFJw,6910140,91,01/01/2018,12/31/2018,2018,"Chelan, WA",lake chelan community hospital and clinics,503 east highland avenue,chelan,,91,7,53007,53,7,98816-8631,wa,MEfEJ3Up4AfQNM4QCuFFJw,lake chelan community hospital,False,1,4.0,2019-12-26T11:48:21,15096823300.0,http://www.lakechelanhospital.com,https://www.yelp.com/biz/lake-chelan-community-hospital-chelan?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,503 e highland ave,chelan,wa,US,98816.0,,
592515,-0.4871302106943642,6910160,EBpmXth-xN33s4IpI6LXqg,6910160,91,01/01/2018,12/31/2018,2018,"Stevens, WA",providence st. joseph's hospital,500 east webster street,chewelah,,91,65,53065,53,65,99109-9523,wa,EBpmXth-xN33s4IpI6LXqg,st joseph's hospital and medical center,False,1,5.0,2019-09-19T08:22:37,16024064931.0,,https://www.yelp.com/biz/st-josephs-hospital-and-medical-center-phoenix-10?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,500 w thomas rd ste 720,phoenix,az,US,85013.0,,
592719,1.3966681819907376,6910165,mhni80IhFD3dPm7HT80sRg,6910165,91,01/01/2018,12/31/2018,2018,"Asotin, WA",tri-state memorial hospital,1221 highland avenue,clarkston,,91,3,53003,53,3,99403-2829,wa,mhni80IhFD3dPm7HT80sRg,tri state memorial hospital,False,6,3.0,2018-07-02T14:43:50,15097585511.0,http://www.tristatehospital.org,https://www.yelp.com/biz/tri-state-memorial-hospital-clarkston-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1221 highland ave,clarkston,wa,US,99403.0,,
592769,-0.21516439744217733,6910190,e2PyZ19vp1DtqlZKtsVIcw,6910190,91,01/01/2018,12/31/2018,2018,"Whitman, WA",whitman hospital and medical center,1200 west fairview street,colfax,,91,75,53075,53,75,99111-9579,wa,e2PyZ19vp1DtqlZKtsVIcw,three forks orthopaedic,False,1,1.0,2018-06-05T06:07:14,15093973435.0,,https://www.yelp.com/biz/three-forks-orthopaedic-colfax?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1200 w fairview st,colfax,wa,US,99111.0,,
593037,1.4410565984844053,6910200,D-x4TmMPq2VP1eNsd4CjVg,6910200,91,01/01/2018,12/31/2018,2018,"Stevens, WA",providence mount carmel hospital,982 east columbia avenue,colville,,91,65,53065,53,65,99114-3352,wa,D-x4TmMPq2VP1eNsd4CjVg,providence mount carmel hospital,False,1,5.0,2020-06-28T07:38:40,15096842561.0,https://washington.providence.org,https://www.yelp.com/biz/providence-mount-carmel-hospital-colville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,982 e columbia ave,colville,wa,US,99114.0,,
593087,0.8454204393032986,6910211,vTrVoC8V5KPkYgv4DU1MUQ,6910211,91,,,2018,"Island, WA",whidbeyhealth,101 north main street,coupeville,,91,29,53029,53,29,98239-3413,wa,vTrVoC8V5KPkYgv4DU1MUQ,whidbeyhealth medical center,False,28,3.0,2020-05-03T20:47:41,13606785151.0,https://whidbeyhealth.org,https://www.yelp.com/biz/whidbeyhealth-medical-center-coupeville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,101 n main st,coupeville,wa,US,98239.0,,
593094,-0.6776917030881794,6910215,caNi4MDae58sENbxoJCRBA,6910215,91,,,2018,"Lincoln, WA",lincoln hospital,10 nicholls street,davenport,,91,43,53043,53,43,99122-9729,wa,caNi4MDae58sENbxoJCRBA,west seattle psychiatric hospital,False,2,3.5,2016-01-07T19:46:22,12069337299.0,,https://www.yelp.com/biz/west-seattle-psychiatric-hospital-seattle?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,seattle,wa,US,98101.0,,
593339,-0.7125058755446305,6910220,9iVJt73SjKk_tWoi2n5Ubw,6910220,91,01/01/2018,12/31/2018,2018,"Columbia, WA",columbia county health system,1012 south third street,dayton,,91,13,53013,53,13,99328-1696,wa,9iVJt73SjKk_tWoi2n5Ubw,cvs pharmacy,False,2,2.0,2020-06-18T16:11:12,15703477339.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-scranton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1008 south main street,scranton,pa,US,18504.0,,
593606,1.4271155922316403,6910235,fXPXRk65SwzyODfNSYa1aQ,6910235,91,01/01/2018,12/31/2018,2018,"Kittitas, WA",kittitas valley healthcare,603 south chestnut street,ellensburg,,91,37,53037,53,37,98926-3875,wa,fXPXRk65SwzyODfNSYa1aQ,kittitas valley healthcare,False,16,3.0,2019-06-10T14:33:29,15099629841.0,http://www.kvhealthcare.org,https://www.yelp.com/biz/kittitas-valley-healthcare-ellensburg?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,603 s chestnut st,ellensburg,wa,US,98926.0,,
593613,1.6769072942988406,6910273,rfMMG9ROOfh-FllIkMBx6Q,6910273,91,07/01/2017,06/30/2018,2018,"King, WA",st. elizabeth hospital,1455 battersby avenue,enumclaw,,91,33,53033,53,33,98022-3634,wa,rfMMG9ROOfh-FllIkMBx6Q,st elizabeth hospital,False,27,3.0,2020-06-22T13:33:49,13608028800.0,http://www.fhshealth.org,https://www.yelp.com/biz/st-elizabeth-hospital-enumclaw?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1455 battersby ave,enumclaw,wa,US,98022.0,,
593638,1.9111426456291762,6910275,BNJuDIeQnwjGe9c3_jCTCA,6910275,91,01/01/2018,12/31/2018,2018,"Grant, WA",columbia basin hospital,200 nat washington way,ephrata,,91,25,53025,53,25,98823-1982,wa,BNJuDIeQnwjGe9c3_jCTCA,columbia basin hospital,False,3,3.0,2019-07-22T15:44:32,15097544631.0,http://www.columbiabasinhospital.org,https://www.yelp.com/biz/columbia-basin-hospital-ephrata?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,200 nat washington way,ephrata,wa,US,98823.0,,
593639,1.6230148947926104,6910295,LNZfR1QDa3YYOG9O8HJO_w,6910295,91,01/01/2018,12/31/2018,2018,"Grant, WA",coulee medical center,411 fortuyn road,grand coulee,,91,25,53025,53,25,99133-8718,wa,LNZfR1QDa3YYOG9O8HJO_w,coulee medical center,False,3,3.5,2020-06-24T23:53:57,15096331753.0,http://www.cmccares.org,https://www.yelp.com/biz/coulee-medical-center-grand-coulee-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,411 fortuyn rd,grand coulee,wa,US,99133.0,,
593640,0.3594783016184499,6910305,aIR1s8-qrnuI_voU3ljmHw,6910305,91,01/01/2018,12/31/2018,2018,"Clallam, WA",forks community hospital,530 bogachiel way,forks,,91,9,53009,53,9,98331-9120,wa,aIR1s8-qrnuI_voU3ljmHw,bogachiel clinic,False,1,5.0,2019-02-08T12:41:50,13603746998.0,,https://www.yelp.com/biz/bogachiel-clinic-forks?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,590 bogachiel way,forks,wa,US,98331.0,,
593742,1.0428160152149686,6910310,JcTS4qztHFJqxzYp_sBYFw,6910310,91,,,2018,"Pierce, WA",western state hospital,9601 steilacom boulevard sw,tacoma,,91,53,53053,53,53,98498-7213,wa,JcTS4qztHFJqxzYp_sBYFw,western state hospital,False,5,3.0,2018-04-29T22:12:26,12535828900.0,https://www.dshs.wa.gov/bha/division-state-hospitals/western-state-hospital,https://www.yelp.com/biz/western-state-hospital-lakewood?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,9601 steilacoom blvd sw,lakewood,wa,US,98498.0,,
593748,1.3132064520899458,6910315,tMpKGEmNyR8ki_q58Qb47g,6910315,91,01/01/2018,12/31/2018,2018,"Klickitat, WA",klickitat valley health,310 south roosevelt avenue,goldendale,,91,39,53039,53,39,98620-9201,wa,tMpKGEmNyR8ki_q58Qb47g,klickitat valley health,False,3,3.5,2018-06-01T02:01:26,15097734022.0,http://www.kvhealth.net,https://www.yelp.com/biz/klickitat-valley-health-goldendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,310 s roosevelt ave,goldendale,wa,US,98620.0,,
593770,1.1634219238780175,6910318,filf2vwJUXwRaDhRu3Z8kA,6910318,91,01/01/2018,12/31/2018,2018,"Pacific, WA",ocean beach hospital,174 first avenue north,ilwaco,,91,49,53049,53,49,98624-9137,wa,filf2vwJUXwRaDhRu3Z8kA,ocean beach hospital,False,2,3.0,2017-09-02T22:55:30,13606423181.0,http://www.oceanbeachhospital.com,https://www.yelp.com/biz/ocean-beach-hospital-ilwaco?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,174 first ave n,ilwaco,wa,US,98624.0,,
593870,0.09240316393021057,6910325,Ve6QTARHUrLo1try7Lbg7A,6910325,91,08/20/2018,12/31/2018,2018,"Benton, WA",trios health,900 south auburn street,kennewick,,91,5,53005,53,5,99336-5621,wa,Ve6QTARHUrLo1try7Lbg7A,trios health,False,7,2.5,2019-08-20T13:03:23,15095853627.0,http://www.trioshealth.org,https://www.yelp.com/biz/trios-health-kennewick?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,320 w 10th ave,kennewick,wa,US,99336.0,,
594095,1.4133790907770571,6910330,BGLIKFzGZyviFmWQtjQ6YA,6910330,91,01/01/2018,12/31/2018,2018,"King, WA",fairfax behavioral health,10200 ne 132nd street,kirkland,,91,33,53033,53,33,98034-2899,wa,BGLIKFzGZyviFmWQtjQ6YA,fairfax behavioral health,False,3,1.0,2020-02-18T12:17:04,14258212000.0,http://www.fairfaxhospital.com,https://www.yelp.com/biz/fairfax-behavioral-health-kirkland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10200 ne 132nd st,kirkland,wa,US,98034.0,47.7185349443845,-122.202767098132
594229,1.0970387807746236,6910335,vgPYDxSv9BIGvViKxu1SHQ,6910335,91,01/01/2018,12/31/2018,2018,"King, WA",evergreenhealth,12040 ne 128th street,kirkland,,91,33,53033,53,33,98034-3013,wa,vgPYDxSv9BIGvViKxu1SHQ,evergreenhealth medical center,False,165,3.0,2020-06-26T22:52:02,14258991000.0,https://www.evergreenhealth.com,https://www.yelp.com/biz/evergreenhealth-medical-center-kirkland-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,12040 ne 128th st,kirkland,wa,US,98034.0,,
594332,1.853971690744743,6910355,Cz8srHlrxAToLOYCU7WzgA,6910355,91,07/01/2017,06/30/2018,2018,"Cowlitz, WA",peacehealth st. john medical center,1615 delaware street,longview,,91,15,53015,53,15,98632-2367,wa,Cz8srHlrxAToLOYCU7WzgA,peacehealth st. john medical center,False,28,2.0,2020-06-13T19:58:53,13604142000.0,https://www.peacehealth.org,https://www.yelp.com/biz/peacehealth-st-john-medical-center-longview-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1615 delaware st,longview,wa,US,98632.0,,
594334,1.0520935341168898,6910375,urrIgfXZCwJopLljxSshpw,6910375,91,,,2018,"Grays Harbor, WA",summit pacific medical center,600 east main street,elma,,91,27,53027,53,27,98541-9560,wa,urrIgfXZCwJopLljxSshpw,summit pacific medical center,False,18,3.0,2020-06-29T18:16:09,13603462222.0,https://summitpacificmedicalcenter.org,https://www.yelp.com/biz/summit-pacific-medical-center-elma?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,600 e main st,elma,wa,US,98541.0,,
594339,-0.5356247331372749,6910390,ppxp0qoyYKdnZ_AM0ViziQ,6910390,91,07/01/2017,06/30/2018,2018,"Spokane, WA",eastern state hospital,maple street,medical lake,,91,63,53063,53,63,99022-0045,wa,ppxp0qoyYKdnZ_AM0ViziQ,eastern state hospital,False,1,4.0,2020-06-23T19:42:10,18592468000.0,https://ukhealthcare.uky.edu/eastern-state-hospital,https://www.yelp.com/biz/eastern-state-hospital-lexington-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1350 bull lea rd,lexington,ky,US,40511.0,,
594627,1.5756132069044237,6910400,VG0e9mRGuHdLCoHJmjdM3Q,6910400,91,,,2018,"Snohomish, WA",evergreenhealth monroe,14701 179th se,monroe,,91,61,53061,53,61,98272-1108,wa,VG0e9mRGuHdLCoHJmjdM3Q,evergreenhealth monroe,False,40,2.5,2020-06-28T07:09:43,13607947497.0,http://www.evergreenhealthmonroe.com,https://www.yelp.com/biz/evergreenhealth-monroe-monroe-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,14701 179th ave se,monroe,wa,US,98272.0,,
